66 33 83 ; 230 2 187 ; 138 118 67 ; 39 196 145 ; 251 55 20 ; 
103 189 303 ; 231 223 458 ; 25 125 217 ; 127 92 54 ; 244 145 225 ; 
73 191 84 ; 173 84 456 ; 97 221 440 ; 29 143 86 ; 119 64 118 ; 
52 211 13 ; 19 117 12 ; 144 23 131 ; 236 93 45 ; 125 207 484 ; 
60 143 189 ; 144 15 390 ; 109 112 139 ; 252 22 272 ; 60 64 445 ; 
16 209 120 ; 133 201 384 ; 156 168 131 ; 250 161 87 ; 201 26 172 ; 
88 135 405 ; 104 61 358 ; 216 160 326 ; 238 100 308 ; 46 69 408 ; 
255 158 17 ; 200 42 289 ; 112 202 182 ; 18 249 267 ; 44 21 97 ; 
179 175 250 ; 240 133 458 ; 144 235 382 ; 244 191 110 ; 57 144 80 ; 
215 157 114 ; 2 186 373 ; 204 92 369 ; 197 155 290 ; 219 212 476 ; 
138 214 116 ; 15 49 251 ; 250 243 419 ; 186 142 463 ; 74 22 155 ; 
231 205 292 ; 161 130 144 ; 253 0 446 ; 153 238 330 ; 109 238 235 ; 
68 26 186 ; 117 249 384 ; 104 200 391 ; 246 39 386 ; 13 122 28 ; 
218 6 22 ; 92 106 441 ; 92 208 222 ; 74 2 399 ; 56 250 240 ; 
82 204 46 ; 75 41 214 ; 19 148 203 ; 58 250 99 ; 180 26 162 ; 
187 132 323 ; 37 213 197 ; 246 199 9 ; 248 183 130 ; 242 63 200 ; 
191 53 197 ; 232 111 439 ; 124 30 327 ; 119 54 130 ; 145 68 17 ; 
22 95 289 ; 235 84 92 ; 179 165 274 ; 106 83 76 ; 169 76 384 ; 
223 125 83 ; 78 0 210 ; 109 207 150 ; 163 178 146 ; 231 207 289 ; 
70 160 255 ; 154 45 417 ; 63 223 68 ; 147 135 431 ; 223 39 257 ; 
92 186 139 ; 92 12 122 ; 44 70 420 ; 222 253 441 ; 173 42 80 ; 
77 233 203 ; 122 190 133 ; 89 127 67 ; 224 242 15 ; 8 208 106 ; 
194 87 393 ; 207 189 73 ; 21 113 85 ; 18 147 109 ; 61 87 275 ; 
38 3 452 ; 229 244 430 ; 100 128 300 ; 86 75 338 ; 38 169 322 ; 
125 230 286 ; 58 127 165 ; 172 116 168 ; 63 150 297 ; 150 149 348 ; 
153 66 313 ; 142 60 447 ; 14 176 168 ; 89 126 44 ; 2 45 359 ; 
232 227 17 ; 103 92 363 ; 219 164 165 ; 113 2 197 ; 7 114 400 ; 
73 31 59 ; 133 242 376 ; 53 171 134 ; 180 199 456 ; 225 58 153 ; 
196 212 183 ; 33 235 439 ; 197 60 346 ; 199 58 138 ; 57 118 275 ; 
88 73 238 ; 75 182 275 ; 246 176 20 ; 189 185 274 ; 248 26 22 ; 
204 126 143 ; 183 201 423 ; 243 124 380 ; 45 10 182 ; 164 9 477 ; 
237 16 115 ; 163 95 111 ; 84 52 62 ; 13 62 340 ; 39 252 490 ; 
165 155 74 ; 111 254 406 ; 235 131 405 ; 245 205 236 ; 254 222 246 ; 
14 41 38 ; 110 205 171 ; 162 187 375 ; 224 160 283 ; 220 66 204 ; 
119 220 291 ; 117 66 81 ; 248 95 12 ; 197 111 283 ; 164 173 180 ; 
205 143 34 ; 154 95 233 ; 86 210 51 ; 246 153 213 ; 56 109 141 ; 
20 104 209 ; 86 9 412 ; 181 25 25 ; 36 20 226 ; 210 4 251 ; 
97 243 227 ; 192 240 121 ; 146 91 395 ; 43 104 113 ; 152 85 467 ; 
1 30 151 ; 10 94 387 ; 36 19 433 ; 56 193 46 ; 61 53 315 ; 
48 76 133 ; 32 49 94 ; 123 177 167 ; 227 134 429 ; 56 82 313 ; 
86 85 77 ; 180 109 310 ; 199 218 297 ; 137 253 49 ; 190 68 201 ; 
10 93 286 ; 60 215 486 ; 237 18 386 ; 115 224 37 ; 197 217 4 ; 
27 106 428 ; 136 253 370 ; 98 154 94 ; 95 91 274 ; 163 84 191 ; 
0 139 245 ; 216 241 163 ; 234 120 271 ; 202 121 112 ; 163 94 300 ; 
14 122 153 ; 11 237 176 ; 165 19 256 ; 0 1 179 ; 84 120 138 ; 
223 173 302 ; 209 237 6 ; 73 104 494 ; 194 209 433 ; 32 173 103 ; 
155 78 171 ; 136 11 213 ; 155 79 40 ; 157 246 301 ; 21 253 397 ; 
195 167 29 ; 176 81 337 ; 24 212 158 ; 233 65 379 ; 150 120 389 ; 
229 83 46 ; 240 60 129 ; 63 48 157 ; 54 201 428 ; 51 98 217 ; 
218 80 67 ; 43 29 370 ; 255 187 142 ; 64 162 6 ; 185 75 428 ; 
12 21 354 ; 73 122 291 ; 121 103 415 ; 67 240 335 ; 165 21 229 ; 
245 80 88 ; 18 78 214 ; 205 252 465 ; 111 195 337 ; 187 115 113 ; 
208 185 250 ; 75 229 419 ; 178 0 184 ; 162 91 437 ; 184 236 480 ; 
8 176 62 ; 87 78 63 ; 83 24 322 ; 22 225 347 ; 137 234 223 ; 
67 173 486 ; 40 124 386 ; 40 148 201 ; 132 37 144 ; 112 250 438 ; 
33 116 6 ; 111 227 63 ; 135 101 330 ; 104 181 301 ; 83 116 132 ; 
0 238 453 ; 124 56 120 ; 16 206 276 ; 53 22 485 ; 47 0 433 ; 
163 163 201 ; 135 78 378 ; 236 80 382 ; 161 165 473 ; 21 17 342 ; 
3 7 453 ; 60 63 57 ; 10 160 425 ; 32 41 389 ; 32 54 90 ; 
195 179 362 ; 17 82 265 ; 97 96 216 ; 7 245 37 ; 24 243 278 ; 
31 68 312 ; 95 149 475 ; 255 98 155 ; 40 63 405 ; 94 82 17 ; 
17 148 134 ; 99 121 409 ; 195 230 407 ; 185 63 308 ; 172 57 267 ; 
241 73 416 ; 134 93 59 ; 233 172 170 ; 40 6 25 ; 122 127 461 ; 
14 25 207 ; 136 119 21 ; 110 230 280 ; 173 182 16 ; 230 142 53 ; 
48 126 85 ; 141 141 66 ; 57 252 53 ; 63 105 174 ; 191 255 466 ; 
216 242 373 ; 79 247 107 ; 53 96 83 ; 236 140 369 ; 122 113 354 ; 
248 2 317 ; 133 133 421 ; 129 142 290 ; 235 128 283 ; 234 154 455 ; 
220 47 26 ; 212 211 130 ; 52 254 178 ; 192 152 75 ; 49 222 483 ; 
51 11 21 ; 184 104 309 ; 70 82 407 ; 198 118 484 ; 97 217 123 ; 
144 251 81 ; 99 245 270 ; 98 63 210 ; 250 191 34 ; 216 42 258 ; 
228 16 435 ; 76 237 354 ; 159 80 379 ; 21 53 265 ; 238 4 40 ; 
233 190 169 ; 222 84 25 ; 30 190 69 ; 221 92 383 ; 7 186 337 ; 
23 73 489 ; 5 11 9 ; 85 134 466 ; 138 72 1 ; 143 208 398 ; 
77 185 464 ; 161 50 77 ; 95 15 367 ; 187 78 13 ; 117 135 442 ; 
190 153 286 ; 201 142 269 ; 80 208 54 ; 152 177 196 ; 104 167 382 ; 
33 139 385 ; 83 88 490 ; 99 4 115 ; 177 205 322 ; 57 116 349 ; 
210 34 102 ; 96 231 220 ; 49 178 58 ; 226 210 494 ; 138 124 146 ; 
21 182 54 ; 110 60 239 ; 114 100 78 ; 63 234 141 ; 179 44 311 ; 
213 226 276 ; 189 87 26 ; 111 149 274 ; 65 35 487 ; 189 73 18 ; 
115 215 264 ; 176 134 189 ; 20 136 75 ; 254 238 437 ; 42 5 289 ; 
13 85 276 ; 100 119 482 ; 249 249 379 ; 28 173 374 ; 101 67 163 ; 
60 99 480 ; 194 152 360 ; 74 60 292 ; 56 81 96 ; 61 166 242 ; 
146 175 81 ; 9 141 418 ; 3 40 122 ; 176 50 455 ; 243 125 59 ; 
86 133 432 ; 238 1 128 ; 42 45 238 ; 124 109 488 ; 34 172 373 ; 
209 21 202 ; 94 139 105 ; 134 101 254 ; 184 56 129 ; 53 39 217 ; 
187 123 36 ; 188 11 54 ; 234 93 461 ; 87 249 331 ; 3 206 455 ; 
24 225 122 ; 163 134 311 ; 8 52 302 ; 64 230 176 ; 103 71 161 ; 
226 156 122 ; 237 70 337 ; 74 223 18 ; 68 163 456 ; 18 226 451 ; 
243 68 43 ; 121 120 15 ; 174 10 435 ; 148 34 127 ; 219 243 196 ; 
119 250 51 ; 190 187 478 ; 157 57 103 ; 64 161 18 ; 35 97 62 ; 
103 36 460 ; 223 255 64 ; 233 126 181 ; 12 6 67 ; 255 206 351 ; 
249 253 399 ; 181 15 302 ; 238 15 264 ; 144 89 246 ; 241 231 134 ; 
21 135 181 ; 20 27 213 ; 147 41 40 ; 153 228 466 ; 103 52 18 ; 
100 95 209 ; 116 1 163 ; 131 98 216 ; 220 96 238 ; 195 158 334 ; 
74 0 159 ; 102 201 404 ; 143 113 437 ; 115 3 192 ; 167 161 297 ; 
6 63 300 ; 8 214 252 ; 106 34 132 ; 202 92 43 ; 104 39 207 ; 
104 226 186 ; 49 179 293 ; 163 152 91 ; 166 16 466 ; 72 33 133 ; 
135 153 149 ; 93 117 411 ; 127 198 223 ; 219 153 201 ; 2 73 91 ; 
229 187 380 ; 152 120 248 ; 48 155 262 ; 64 77 461 ; 97 115 311 ; 
250 64 183 ; 111 19 138 ; 53 239 487 ; 207 52 150 ; 24 68 366 ; 
211 188 468 ; 76 156 469 ; 231 174 125 ; 53 99 373 ; 168 191 53 ; 
232 98 18 ; 251 141 216 ; 234 20 252 ; 31 27 405 ; 99 253 424 ; 
31 225 16 ; 187 171 220 ; 106 12 180 ; 205 158 487 ; 140 111 460 ; 
239 162 84 ; 124 206 8 ; 144 106 496 ; 171 60 122 ; 168 220 89 ; 
138 149 192 ; 53 33 311 ; 65 249 47 ; 223 184 161 ; 79 173 318 ; 
241 73 479 ; 191 206 178 ; 42 78 54 ; 102 184 94 ; 66 66 154 ; 
215 46 98 ; 248 58 396 ; 241 1 17 ; 170 50 143 ; 87 48 90 ; 
160 187 469 ; 110 53 298 ; 188 43 146 ; 117 178 412 ; 183 228 354 ; 
229 190 248 ; 31 35 112 ; 32 188 164 ; 82 151 290 ; 131 82 124 ; 
62 91 479 ; 116 86 439 ; 159 16 14 ; 81 244 50 ; 53 62 171 ; 
244 202 466 ; 23 46 480 ; 211 139 23 ; 107 217 144 ; 189 209 354 ; 
24 32 325 ; 110 15 36 ; 126 109 16 ; 114 136 467 ; 176 23 41 ; 
123 94 38 ; 169 138 262 ; 52 213 109 ; 13 65 97 ; 222 0 220 ; 
254 65 69 ; 14 193 317 ; 123 181 412 ; 3 73 350 ; 27 46 397 ; 
121 72 405 ; 3 87 124 ; 216 124 18 ; 26 117 102 ; 26 217 168 ; 
91 250 42 ; 29 52 353 ; 210 220 243 ; 27 2 226 ; 73 155 206 ; 
146 229 205 ; 233 169 338 ; 101 23 85 ; 219 186 173 ; 180 106 247 ; 
175 248 309 ; 227 133 241 ; 191 32 226 ; 193 55 428 ; 93 81 372 ; 
66 134 245 ; 235 52 439 ; 3 229 68 ; 189 110 94 ; 39 18 113 ; 
31 207 197 ; 165 232 416 ; 197 30 439 ; 252 39 178 ; 77 75 484 ; 
211 184 457 ; 7 184 151 ; 236 160 394 ; 91 238 205 ; 109 23 186 ; 
60 245 61 ; 37 129 169 ; 67 241 214 ; 106 31 143 ; 181 15 332 ; 
110 92 41 ; 38 235 421 ; 198 102 364 ; 181 227 457 ; 204 30 372 ; 
193 127 357 ; 67 0 73 ; 52 38 466 ; 83 18 58 ; 99 250 480 ; 
191 47 106 ; 171 56 180 ; 17 73 494 ; 244 70 468 ; 18 158 345 ; 
146 99 442 ; 146 100 455 ; 185 139 450 ; 203 245 70 ; 197 201 142 ; 
244 83 149 ; 45 75 252 ; 118 105 251 ; 188 78 392 ; 90 231 233 ; 
189 77 459 ; 33 117 133 ; 172 223 276 ; 161 126 101 ; 107 112 252 ; 
190 197 469 ; 10 217 237 ; 115 153 182 ; 193 105 168 ; 169 46 356 ; 
246 6 266 ; 107 111 255 ; 75 107 101 ; 201 32 65 ; 57 160 411 ; 
254 229 118 ; 215 31 144 ; 112 133 170 ; 218 98 42 ; 8 250 375 ; 
14 237 220 ; 126 156 19 ; 233 109 226 ; 10 235 145 ; 170 10 198 ; 
144 148 175 ; 175 220 429 ; 52 47 213 ; 150 245 277 ; 145 124 15 ; 
126 173 364 ; 26 212 134 ; 136 102 108 ; 115 68 266 ; 125 234 4 ; 
17 202 130 ; 237 167 262 ; 28 92 137 ; 17 130 438 ; 142 129 36 ; 
59 137 437 ; 15 160 111 ; 117 52 166 ; 185 178 202 ; 164 58 285 ; 
110 109 326 ; 21 47 147 ; 114 161 392 ; 244 71 233 ; 117 131 414 ; 
255 81 108 ; 159 156 91 ; 211 2 30 ; 134 240 152 ; 192 81 453 ; 
45 47 133 ; 93 30 367 ; 254 251 437 ; 69 244 407 ; 200 254 203 ; 
25 151 44 ; 182 106 443 ; 184 77 386 ; 169 165 334 ; 250 182 52 ; 
42 108 248 ; 72 143 202 ; 67 200 379 ; 55 115 65 ; 54 18 402 ; 
205 39 74 ; 55 58 372 ; 132 237 258 ; 41 115 250 ; 224 127 51 ; 
76 75 446 ; 219 69 464 ; 164 156 252 ; 23 241 204 ; 42 139 255 ; 
81 238 469 ; 139 106 158 ; 120 156 62 ; 235 134 62 ; 106 26 164 ; 
182 168 320 ; 251 96 164 ; 152 96 267 ; 137 164 67 ; 21 32 471 ; 
3 209 237 ; 109 80 206 ; 9 6 173 ; 143 64 378 ; 169 164 301 ; 
81 232 200 ; 177 120 174 ; 18 228 73 ; 182 243 481 ; 214 26 463 ; 
168 107 272 ; 248 13 335 ; 254 59 172 ; 62 225 393 ; 227 114 100 ; 
203 110 346 ; 68 32 427 ; 40 206 309 ; 27 19 95 ; 54 226 489 ; 
161 198 100 ; 175 173 396 ; 234 1 388 ; 203 94 490 ; 61 75 412 ; 
172 225 23 ; 204 200 291 ; 154 97 231 ; 174 12 463 ; 144 110 350 ; 
87 166 420 ; 4 134 58 ; 6 94 321 ; 100 52 87 ; 175 72 234 ; 
144 64 63 ; 89 3 275 ; 186 10 248 ; 199 57 202 ; 53 131 472 ; 
219 4 225 ; 97 38 28 ; 191 247 272 ; 243 178 426 ; 59 56 235 ; 
123 251 150 ; 126 107 167 ; 136 167 416 ; 193 125 2 ; 69 2 373 ; 
73 23 222 ; 111 131 445 ; 102 243 290 ; 24 106 349 ; 80 69 112 ; 
75 207 492 ; 182 234 363 ; 93 94 370 ; 219 141 242 ; 221 130 296 ; 
244 173 381 ; 119 178 270 ; 106 25 169 ; 212 62 103 ; 25 87 11 ; 
233 171 275 ; 211 122 310 ; 50 200 245 ; 191 159 326 ; 65 55 461 ; 
238 20 418 ; 161 58 478 ; 186 207 169 ; 248 202 412 ; 79 221 484 ; 
250 64 326 ; 117 238 235 ; 61 83 434 ; 220 22 284 ; 19 179 343 ; 
39 46 337 ; 97 156 283 ; 48 130 332 ; 250 210 126 ; 215 246 15 ; 
23 52 462 ; 6 91 313 ; 89 86 430 ; 111 130 35 ; 35 110 224 ; 
81 155 439 ; 237 182 267 ; 111 115 476 ; 65 233 237 ; 56 88 355 ; 
108 23 139 ; 200 208 66 ; 30 254 448 ; 160 105 234 ; 14 177 397 ; 
169 13 104 ; 96 144 421 ; 211 116 31 ; 188 137 102 ; 21 153 196 ; 
44 128 352 ; 252 126 192 ; 250 131 156 ; 99 225 30 ; 21 174 247 ; 
34 159 205 ; 178 224 391 ; 38 15 439 ; 176 174 182 ; 73 142 246 ; 
201 166 499 ; 71 42 403 ; 202 119 123 ; 171 225 89 ; 90 236 41 ; 
249 6 498 ; 217 201 104 ; 233 236 126 ; 151 226 40 ; 37 148 84 ; 
203 92 465 ; 245 79 174 ; 108 63 278 ; 78 40 224 ; 58 117 304 ; 
64 215 210 ; 9 91 399 ; 245 145 144 ; 215 238 329 ; 108 250 204 ; 
200 80 169 ; 23 110 224 ; 86 212 414 ; 127 5 98 ; 244 225 104 ; 
204 23 383 ; 39 70 491 ; 185 78 173 ; 167 64 14 ; 161 200 50 ; 
241 118 378 ; 96 238 294 ; 52 92 109 ; 57 55 244 ; 26 95 491 ; 
49 194 243 ; 119 102 147 ; 198 19 363 ; 6 181 16 ; 206 47 147 ; 
68 21 192 ; 51 195 118 ; 143 137 302 ; 198 165 170 ; 38 64 448 ; 
232 207 142 ; 78 43 464 ; 97 174 311 ; 23 234 33 ; 70 205 107 ; 
92 81 90 ; 31 199 150 ; 168 157 13 ; 77 168 445 ; 141 236 395 ; 
93 74 469 ; 136 218 402 ; 54 226 36 ; 32 175 46 ; 237 131 297 ; 
62 37 191 ; 6 11 459 ; 163 37 43 ; 75 206 403 ; 55 61 285 ; 
130 211 382 ; 92 81 439 ; 62 29 251 ; 238 75 237 ; 113 144 61 ; 
150 28 222 ; 161 3 265 ; 198 10 159 ; 148 186 354 ; 210 183 226 ; 
165 65 369 ; 246 41 131 ; 19 152 476 ; 95 62 418 ; 239 3 140 ; 
11 182 453 ; 15 167 95 ; 25 158 421 ; 211 56 443 ; 138 30 460 ; 
204 60 366 ; 245 219 187 ; 141 215 121 ; 203 18 260 ; 207 58 151 ; 
133 212 91 ; 44 3 326 ; 202 212 113 ; 2 108 495 ; 33 152 78 ; 
93 150 149 ; 56 57 89 ; 16 210 190 ; 34 126 203 ; 92 138 367 ; 
48 133 94 ; 52 139 459 ; 8 161 227 ; 116 208 409 ; 12 210 359 ; 
162 95 8 ; 219 184 21 ; 173 6 86 ; 44 226 326 ; 182 137 12 ; 
59 255 136 ; 198 250 153 ; 103 33 305 ; 55 18 217 ; 10 5 186 ; 
105 26 318 ; 34 139 185 ; 40 53 472 ; 10 239 154 ; 147 203 138 ; 
146 4 280 ; 140 109 171 ; 173 10 137 ; 191 175 145 ; 197 201 336 ; 
223 240 346 ; 106 185 324 ; 160 93 6 ; 143 175 286 ; 91 45 221 ; 
95 97 324 ; 204 208 43 ; 214 6 39 ; 133 163 41 ; 79 119 456 ; 
63 86 349 ; 248 158 376 ; 85 8 411 ; 5 154 39 ; 50 55 438 ; 
148 104 473 ; 100 43 280 ; 106 122 364 ; 13 119 30 ; 133 52 496 ; 
219 181 447 ; 121 22 406 ; 129 225 206 ; 27 76 23 ; 83 70 160 ; 
187 156 107 ; 230 80 495 ; 96 209 291 ; 216 39 190 ; 12 3 483 ; 
193 46 8 ; 215 152 167 ; 184 250 432 ; 4 178 309 ; 75 110 141 ; 
231 93 444 ; 55 224 395 ; 8 200 389 ; 48 26 465 ; 51 121 165 ; 
98 94 297 ; 250 29 415 ; 245 86 190 ; 167 15 239 ; 21 228 99 ; 
115 12 210 ; 83 239 397 ; 27 184 441 ; 53 226 205 ; 175 227 221 ; 
13 241 337 ; 42 192 351 ; 128 102 317 ; 144 197 294 ; 116 41 305 ; 
129 215 215 ; 112 109 130 ; 41 58 45 ; 11 15 105 ; 238 21 498 ; 
223 78 209 ; 159 233 450 ; 6 126 37 ; 203 9 401 ; 244 58 57 ; 
204 129 146 ; 57 59 463 ; 115 73 403 ; 130 114 356 ; 151 208 139 ; 
229 222 418 ; 206 248 489 ; 77 61 121 ; 86 3 355 ; 144 88 78 ; 
18 34 243 ; 77 109 207 ; 150 41 220 ; 8 13 75 ; 217 253 273 ; 
183 219 93 ; 175 152 370 ; 237 245 457 ; 240 88 170 ; 72 135 156 ; 
107 170 368 ; 216 153 226 ; 1 193 212 ; 15 92 166 ; 12 121 251 ; 
231 46 260 ; 127 201 255 ; 117 50 390 ; 205 232 147 ; 84 244 335 ; 
254 144 308 ; 151 63 415 ; 88 59 119 ; 180 205 177 ; 46 104 92 ; 
92 220 208 ; 37 7 239 ; 87 226 378 ; 63 169 247 ; 51 97 201 ; 
196 97 21 ; 3 204 248 ; 62 15 291 ; 11 84 372 ; 116 168 268 ; 
80 8 50 ; 88 79 367 ; 58 22 384 ; 227 81 264 ; 68 90 323 ; 
165 184 71 ; 113 20 375 ; 129 7 314 ; 213 83 452 ; 126 84 307 ; 
134 130 279 ; 214 13 480 ; 236 190 16 ; 61 198 130 ; 152 13 469 ; 
80 136 370 ; 100 199 139 ; 107 9 397 ; 191 137 410 ; 19 21 207 ; 
149 20 85 ; 163 100 400 ; 97 12 94 ; 39 238 342 ; 52 180 95 ; 
189 190 203 ; 132 109 391 ; 142 142 55 ; 23 48 339 ; 44 168 114 ; 
65 157 205 ; 165 25 106 ; 178 107 241 ; 160 169 494 ; 84 37 277 ; 
18 56 470 ; 128 156 439 ; 14 99 263 ; 63 150 109 ; 231 136 77 ; 
132 141 177 ; 158 40 486 ; 9 101 40 ; 179 4 2 ; 216 201 206 ; 
16 195 271 ; 172 122 65 ; 16 182 433 ; 166 127 68 ; 47 96 83 ; 
188 110 38 ; 228 188 166 ; 74 176 72 ; 78 86 202 ; 23 157 45 ; 
219 56 49 ; 85 229 417 ; 11 19 394 ; 139 79 34 ; 235 202 324 ; 
89 44 83 ; 22 18 164 ; 198 151 376 ; 29 37 462 ; 186 102 416 ; 
242 127 368 ; 215 168 139 ; 234 126 20 ; 57 100 424 ; 3 241 311 ; 
47 172 110 ; 66 36 148 ; 217 129 114 ; 254 39 48 ; 100 28 305 ; 
227 40 91 ; 139 15 325 ; 10 75 425 ; 110 147 175 ; 95 102 145 ; 
12 37 416 ; 48 61 380 ; 177 107 202 ; 217 95 455 ; 245 113 45 ; 
29 60 17 ; 44 250 68 ; 119 143 171 ; 11 14 369 ; 113 199 48 ; 
150 132 31 ; 211 112 255 ; 62 158 32 ; 158 165 89 ; 15 170 390 ; 
75 19 203 ; 69 95 396 ; 212 54 108 ; 227 24 416 ; 170 104 187 ; 
46 23 436 ; 158 211 423 ; 60 191 146 ; 225 92 73 ; 139 211 103 ; 
158 62 394 ; 253 199 185 ; 52 123 7 ; 76 167 431 ; 180 222 338 ; 
203 135 373 ; 158 198 451 ; 93 216 306 ; 186 41 286 ; 141 24 52 ; 
203 22 147 ; 146 96 442 ; 14 239 151 ; 181 82 299 ; 148 153 255 ; 
27 138 67 ; 225 169 471 ; 185 103 221 ; 227 98 351 ; 251 62 153 ; 
18 165 18 ; 114 171 1 ; 97 175 352 ; 179 230 474 ; 76 106 339 ; 
214 161 135 ; 128 164 446 ; 231 70 47 ; 73 69 289 ; 135 254 244 ; 
45 68 15 ; 216 85 201 ; 135 249 339 ; 110 171 232 ; 216 19 16 ; 
121 14 232 ; 30 37 51 ; 100 28 479 ; 169 205 322 ; 167 97 368 ; 
235 241 371 ; 64 146 128 ; 58 166 433 ; 229 26 436 ; 248 66 438 ; 
7 183 46 ; 44 2 180 ; 72 205 310 ; 22 127 158 ; 119 123 427 ; 
104 255 270 ; 251 175 57 ; 161 56 493 ; 187 73 227 ; 254 199 437 ; 
181 30 165 ; 183 238 344 ; 132 220 124 ; 3 46 405 ; 127 41 475 ; 
126 203 78 ; 45 88 435 ; 102 37 98 ; 175 45 55 ; 118 26 38 ; 
148 255 120 ; 130 236 181 ; 94 4 124 ; 140 101 280 ; 181 220 324 ; 
128 203 475 ; 216 34 253 ; 254 116 490 ; 43 103 120 ; 69 21 79 ; 
68 194 158 ; 48 35 254 ; 53 60 197 ; 154 216 499 ; 119 120 468 ; 
66 151 29 ; 100 52 306 ; 216 255 354 ; 63 47 372 ; 84 15 235 ; 
22 101 232 ; 58 79 381 ; 118 188 25 ; 78 136 142 ; 199 224 137 ; 
94 237 484 ; 147 123 466 ; 146 226 166 ; 193 70 386 ; 208 214 181 ; 
53 170 89 ; 133 195 232 ; 65 13 346 ; 201 139 352 ; 169 164 234 ; 
151 52 317 ; 18 6 428 ; 244 60 171 ; 59 74 37 ; 17 151 350 ; 
187 57 191 ; 127 241 216 ; 140 227 385 ; 23 75 43 ; 188 1 40 ; 
240 127 346 ; 247 91 341 ; 51 202 183 ; 126 203 376 ; 21 141 495 ; 
78 32 424 ; 63 233 247 ; 34 54 198 ; 109 197 450 ; 111 30 350 ; 
238 32 34 ; 73 185 486 ; 19 100 25 ; 222 4 317 ; 107 223 99 ; 
140 203 52 ; 117 115 119 ; 171 153 30 ; 113 76 133 ; 143 22 278 ; 
175 156 53 ; 104 18 275 ; 204 128 224 ; 209 33 219 ; 176 64 353 ; 
124 116 125 ; 239 247 225 ; 136 186 222 ; 212 159 353 ; 234 241 162 ; 
134 179 189 ; 153 98 280 ; 25 91 128 ; 58 102 417 ; 122 80 226 ; 
238 165 198 ; 230 134 314 ; 160 220 321 ; 63 221 66 ; 48 80 54 ; 
227 81 433 ; 70 2 439 ; 161 26 60 ; 7 255 469 ; 87 181 39 ; 
252 28 17 ; 130 254 456 ; 94 208 30 ; 60 42 214 ; 140 88 197 ; 
221 113 257 ; 223 17 97 ; 250 73 195 ; 249 155 424 ; 175 38 207 ; 
203 44 47 ; 201 32 271 ; 153 250 106 ; 195 116 420 ; 28 45 124 ; 
141 22 28 ; 158 227 174 ; 232 246 341 ; 131 170 159 ; 169 102 45 ; 
213 121 76 ; 245 136 303 ; 239 26 188 ; 99 11 406 ; 144 55 373 ; 
167 240 145 ; 138 134 155 ; 129 251 341 ; 43 107 117 ; 145 212 304 ; 
10 236 442 ; 147 207 47 ; 173 123 281 ; 184 193 320 ; 240 203 232 ; 
224 240 64 ; 102 163 75 ; 97 245 362 ; 204 46 119 ; 160 235 122 ; 
140 81 80 ; 91 140 390 ; 215 189 177 ; 152 222 47 ; 99 98 419 ; 
84 118 419 ; 247 50 427 ; 236 120 117 ; 27 63 331 ; 6 49 79 ; 
87 181 260 ; 227 68 448 ; 161 101 300 ; 127 52 3 ; 225 188 315 ; 
87 51 315 ; 137 139 443 ; 1 72 410 ; 64 103 355 ; 114 83 98 ; 
39 223 444 ; 107 247 187 ; 209 107 22 ; 5 182 287 ; 193 154 98 ; 
245 225 39 ; 128 124 379 ; 200 14 136 ; 48 141 230 ; 131 39 74 ; 
98 199 496 ; 89 190 76 ; 197 153 55 ; 123 20 260 ; 21 15 442 ; 
246 234 167 ; 114 29 208 ; 129 218 344 ; 14 152 193 ; 54 150 437 ; 
253 7 156 ; 188 159 462 ; 85 162 155 ; 105 119 184 ; 120 81 404 ; 
99 236 129 ; 128 125 176 ; 90 141 338 ; 242 102 379 ; 137 111 6 ; 
144 251 464 ; 47 233 401 ; 209 49 5 ; 72 61 150 ; 153 197 124 ; 
134 99 376 ; 3 247 447 ; 144 253 216 ; 247 133 170 ; 102 27 393 ; 
98 231 106 ; 75 176 362 ; 124 54 385 ; 186 16 82 ; 127 84 67 ; 
226 17 280 ; 217 48 390 ; 215 208 457 ; 92 203 30 ; 119 184 449 ; 
94 46 355 ; 14 52 53 ; 68 105 357 ; 85 111 125 ; 169 190 191 ; 
186 167 163 ; 235 21 465 ; 187 135 331 ; 134 137 98 ; 62 130 498 ; 
108 225 37 ; 160 163 179 ; 9 176 29 ; 121 57 242 ; 55 125 171 ; 
222 64 440 ; 244 229 279 ; 123 100 486 ; 4 186 425 ; 134 108 120 ; 
103 149 314 ; 10 28 115 ; 186 178 235 ; 244 140 413 ; 113 187 230 ; 
177 147 457 ; 150 38 24 ; 251 164 172 ; 181 222 7 ; 34 158 263 ; 
183 156 389 ; 212 7 92 ; 134 19 223 ; 18 40 193 ; 205 182 277 ; 
96 123 18 ; 135 31 227 ; 43 183 426 ; 9 202 93 ; 167 225 178 ; 
68 126 384 ; 75 131 396 ; 94 146 96 ; 134 91 14 ; 60 25 392 ; 
184 71 401 ; 215 39 185 ; 143 157 172 ; 89 14 200 ; 59 52 45 ; 
185 125 329 ; 60 125 69 ; 206 81 380 ; 42 171 499 ; 67 23 189 ; 
138 80 34 ; 177 233 194 ; 78 10 489 ; 92 86 296 ; 145 171 122 ; 
14 168 229 ; 139 233 210 ; 220 118 159 ; 135 97 297 ; 158 210 171 ; 
238 128 410 ; 215 230 181 ; 225 36 414 ; 55 240 37 ; 227 22 141 ; 
139 119 406 ; 117 146 420 ; 235 233 79 ; 76 14 183 ; 30 94 246 ; 
