291 181 455 ; 877 134 389 ; 651 61 150 ; 817 935 287 ; 873 959 190 ; 
971 915 182 ; 272 994 485 ; 66 46 323 ; 911 536 409 ; 360 162 278 ; 
493 731 330 ; 863 396 310 ; 52 405 394 ; 0 477 251 ; 90 520 1 ; 
1005 138 212 ; 976 591 399 ; 1022 122 148 ; 534 640 26 ; 696 478 17 ; 
403 296 245 ; 800 798 86 ; 181 516 273 ; 658 132 229 ; 155 485 78 ; 
293 502 140 ; 885 465 265 ; 1007 701 57 ; 623 1004 63 ; 78 169 109 ; 
374 719 250 ; 149 737 445 ; 665 595 265 ; 797 504 214 ; 259 414 241 ; 
761 414 192 ; 202 396 101 ; 904 329 454 ; 884 261 278 ; 29 726 129 ; 
748 864 491 ; 462 382 342 ; 33 699 343 ; 537 174 36 ; 952 307 378 ; 
342 595 221 ; 738 152 426 ; 44 595 244 ; 305 1021 324 ; 7 22 44 ; 
872 126 274 ; 230 604 258 ; 929 207 436 ; 79 475 433 ; 386 517 127 ; 
981 818 299 ; 110 856 237 ; 705 73 60 ; 702 193 28 ; 724 174 353 ; 
850 184 144 ; 430 942 356 ; 637 115 434 ; 89 344 144 ; 606 87 51 ; 
401 782 398 ; 233 796 375 ; 306 524 289 ; 500 296 94 ; 674 373 68 ; 
858 457 45 ; 776 390 311 ; 891 552 414 ; 212 620 343 ; 299 768 488 ; 
58 278 227 ; 854 769 132 ; 354 347 129 ; 650 629 316 ; 1023 590 16 ; 
456 251 126 ; 846 762 272 ; 375 680 360 ; 995 212 32 ; 739 856 220 ; 
1017 59 403 ; 763 687 381 ; 86 525 391 ; 715 669 493 ; 281 289 271 ; 
532 583 374 ; 271 711 299 ; 951 591 457 ; 139 339 80 ; 996 299 16 ; 
31 559 315 ; 719 876 229 ; 220 0 428 ; 889 501 258 ; 154 629 109 ; 
737 755 107 ; 424 314 295 ; 1015 720 486 ; 331 476 446 ; 630 204 165 ; 
165 672 189 ; 18 109 189 ; 18 309 0 ; 519 595 104 ; 124 572 465 ; 
880 831 99 ; 170 599 336 ; 890 637 96 ; 343 603 91 ; 547 709 58 ; 
195 786 13 ; 304 895 414 ; 613 699 144 ; 184 723 242 ; 757 612 406 ; 
564 655 406 ; 139 411 266 ; 777 591 137 ; 356 763 327 ; 41 241 418 ; 
828 350 278 ; 699 625 73 ; 375 917 182 ; 74 204 235 ; 687 10 140 ; 
318 964 209 ; 730 751 197 ; 297 708 105 ; 36 531 418 ; 278 698 230 ; 
628 388 264 ; 229 273 356 ; 123 463 195 ; 327 243 486 ; 337 207 481 ; 
277 928 496 ; 4 165 130 ; 712 566 72 ; 220 720 418 ; 918 207 110 ; 
282 759 208 ; 555 91 77 ; 1019 122 482 ; 238 529 217 ; 445 1010 376 ; 
349 130 217 ; 514 592 147 ; 57 761 283 ; 777 203 264 ; 984 705 268 ; 
719 462 66 ; 810 847 140 ; 933 437 211 ; 438 151 166 ; 424 191 240 ; 
554 569 425 ; 122 200 430 ; 883 859 157 ; 62 183 6 ; 768 751 451 ; 
206 189 372 ; 29 933 383 ; 466 185 194 ; 617 455 147 ; 809 964 433 ; 
354 893 181 ; 554 148 387 ; 389 941 237 ; 573 767 101 ; 300 346 451 ; 
490 910 47 ; 399 146 449 ; 584 192 438 ; 16 147 293 ; 980 540 434 ; 
849 333 91 ; 997 680 129 ; 914 125 47 ; 657 454 129 ; 1004 846 490 ; 
890 981 46 ; 12 299 68 ; 204 669 196 ; 351 482 492 ; 891 913 124 ; 
200 104 184 ; 880 674 450 ; 1006 773 499 ; 436 238 194 ; 258 276 39 ; 
216 615 487 ; 515 419 262 ; 160 623 450 ; 643 388 43 ; 532 168 242 ; 
636 929 130 ; 286 491 238 ; 36 26 307 ; 274 476 221 ; 551 560 285 ; 
142 623 452 ; 561 553 120 ; 161 496 387 ; 549 643 43 ; 717 117 86 ; 
622 483 246 ; 89 26 171 ; 116 449 137 ; 592 854 341 ; 128 671 116 ; 
752 747 451 ; 281 15 41 ; 777 822 158 ; 396 766 295 ; 514 328 148 ; 
997 423 342 ; 1023 130 60 ; 448 123 254 ; 278 153 478 ; 950 457 222 ; 
673 288 83 ; 689 261 343 ; 487 795 172 ; 229 467 466 ; 558 687 470 ; 
981 601 428 ; 87 114 322 ; 210 740 37 ; 363 458 86 ; 820 768 336 ; 
84 183 278 ; 345 350 364 ; 117 799 213 ; 584 1001 64 ; 247 575 314 ; 
849 664 48 ; 963 726 365 ; 679 787 84 ; 113 273 46 ; 881 38 94 ; 
41 752 194 ; 391 92 447 ; 166 121 96 ; 143 638 449 ; 719 360 5 ; 
359 640 413 ; 61 877 14 ; 848 177 369 ; 98 711 436 ; 136 585 193 ; 
888 256 214 ; 981 11 231 ; 78 111 143 ; 716 329 417 ; 52 106 225 ; 
692 131 36 ; 545 1005 279 ; 722 794 332 ; 410 238 380 ; 995 819 10 ; 
227 234 410 ; 238 713 211 ; 350 560 276 ; 679 574 466 ; 785 731 51 ; 
917 583 195 ; 898 794 448 ; 669 42 173 ; 907 138 160 ; 703 333 454 ; 
937 663 1 ; 626 858 497 ; 163 1010 239 ; 737 217 177 ; 444 140 408 ; 
3 115 142 ; 797 783 439 ; 839 973 17 ; 977 861 394 ; 286 135 358 ; 
950 404 305 ; 784 901 98 ; 771 613 172 ; 988 674 319 ; 104 391 160 ; 
219 893 68 ; 1003 264 79 ; 952 533 176 ; 789 448 191 ; 924 246 153 ; 
304 747 275 ; 182 137 469 ; 795 153 446 ; 445 333 185 ; 836 225 153 ; 
705 562 401 ; 969 901 476 ; 479 1014 179 ; 927 941 183 ; 149 822 0 ; 
896 990 84 ; 9 59 437 ; 162 937 259 ; 495 538 290 ; 721 103 59 ; 
259 796 476 ; 136 685 181 ; 126 552 319 ; 44 348 406 ; 866 932 337 ; 
832 393 322 ; 892 158 314 ; 805 105 411 ; 320 847 137 ; 423 1010 165 ; 
196 986 302 ; 881 644 117 ; 409 247 245 ; 757 329 160 ; 666 314 108 ; 
35 448 242 ; 193 454 339 ; 298 469 367 ; 121 646 328 ; 107 295 56 ; 
70 665 204 ; 714 270 24 ; 961 12 493 ; 266 904 438 ; 580 816 248 ; 
4 570 422 ; 458 133 193 ; 927 588 350 ; 549 825 356 ; 845 357 353 ; 
486 313 48 ; 757 465 270 ; 769 474 404 ; 649 893 269 ; 441 21 123 ; 
1011 839 7 ; 121 668 39 ; 709 690 385 ; 510 1010 160 ; 868 427 150 ; 
157 975 371 ; 623 570 125 ; 73 878 234 ; 966 100 443 ; 987 611 412 ; 
802 679 101 ; 446 750 253 ; 112 256 206 ; 98 688 179 ; 525 646 354 ; 
477 425 434 ; 23 691 179 ; 901 689 410 ; 1001 433 324 ; 589 825 210 ; 
244 635 318 ; 994 432 420 ; 226 350 211 ; 915 977 39 ; 537 67 318 ; 
963 25 195 ; 630 141 72 ; 295 879 423 ; 728 667 153 ; 530 398 382 ; 
141 92 235 ; 573 588 423 ; 923 507 134 ; 876 539 456 ; 944 669 199 ; 
969 300 365 ; 86 409 324 ; 966 540 54 ; 609 549 289 ; 1007 536 326 ; 
75 87 428 ; 664 907 345 ; 147 673 386 ; 686 665 53 ; 331 549 81 ; 
632 970 473 ; 17 306 15 ; 557 272 237 ; 83 533 199 ; 619 499 429 ; 
706 995 136 ; 589 608 492 ; 238 794 416 ; 904 879 119 ; 429 817 494 ; 
375 674 209 ; 681 477 109 ; 953 367 266 ; 462 198 160 ; 962 639 91 ; 
933 40 442 ; 518 540 152 ; 288 680 146 ; 144 967 408 ; 961 917 396 ; 
611 175 13 ; 65 64 272 ; 432 995 53 ; 630 435 58 ; 246 982 429 ; 
286 100 491 ; 826 948 376 ; 482 338 78 ; 425 991 483 ; 319 499 347 ; 
494 437 252 ; 558 749 23 ; 529 719 176 ; 964 617 300 ; 922 978 95 ; 
1022 253 341 ; 947 462 323 ; 261 164 33 ; 228 155 91 ; 728 290 264 ; 
141 362 399 ; 890 22 57 ; 585 770 496 ; 179 927 185 ; 133 690 138 ; 
387 699 240 ; 849 994 491 ; 1013 67 190 ; 145 646 483 ; 435 626 132 ; 
798 926 384 ; 820 695 401 ; 566 1023 307 ; 469 857 9 ; 135 631 64 ; 
834 303 401 ; 804 998 364 ; 871 592 181 ; 493 448 283 ; 96 532 300 ; 
1022 320 283 ; 693 249 485 ; 693 44 429 ; 526 425 144 ; 133 985 429 ; 
436 655 85 ; 411 711 247 ; 1003 593 444 ; 427 464 59 ; 959 480 185 ; 
255 931 85 ; 504 133 11 ; 549 154 316 ; 974 742 53 ; 936 776 55 ; 
567 945 164 ; 254 924 269 ; 847 684 212 ; 287 292 183 ; 767 393 167 ; 
675 590 350 ; 808 785 414 ; 962 649 462 ; 681 183 303 ; 433 242 298 ; 
354 435 158 ; 254 40 341 ; 939 56 359 ; 207 51 247 ; 600 474 138 ; 
166 833 334 ; 951 423 117 ; 576 517 473 ; 759 137 331 ; 1002 731 40 ; 
413 213 177 ; 453 262 383 ; 509 565 350 ; 560 692 429 ; 11 83 328 ; 
844 241 436 ; 243 50 338 ; 760 667 45 ; 897 198 225 ; 604 411 285 ; 
817 32 279 ; 55 8 76 ; 621 238 93 ; 289 383 42 ; 372 735 458 ; 
613 663 361 ; 663 757 101 ; 306 778 444 ; 505 351 205 ; 916 684 186 ; 
948 995 39 ; 956 695 272 ; 170 848 228 ; 553 486 117 ; 264 685 482 ; 
927 894 19 ; 660 924 208 ; 414 172 20 ; 766 181 74 ; 426 64 55 ; 
398 551 3 ; 69 831 448 ; 918 143 124 ; 380 76 383 ; 41 299 152 ; 
936 894 465 ; 836 54 256 ; 1008 902 365 ; 166 9 39 ; 230 644 301 ; 
781 148 492 ; 588 600 390 ; 732 984 71 ; 808 515 129 ; 83 600 310 ; 
977 949 219 ; 8 177 71 ; 910 66 319 ; 919 370 56 ; 540 415 338 ; 
688 887 352 ; 264 733 341 ; 224 649 373 ; 740 458 233 ; 316 648 38 ; 
241 880 269 ; 418 1023 447 ; 485 979 335 ; 855 919 101 ; 246 1 321 ; 
110 337 401 ; 843 430 345 ; 468 87 453 ; 927 477 349 ; 551 651 121 ; 
407 908 217 ; 407 95 306 ; 362 314 145 ; 257 420 450 ; 258 421 261 ; 
595 962 231 ; 1 143 353 ; 88 612 369 ; 565 281 497 ; 192 691 72 ; 
77 392 52 ; 172 335 7 ; 487 696 362 ; 907 518 84 ; 304 171 285 ; 
242 70 451 ; 385 80 286 ; 997 933 483 ; 254 206 416 ; 945 407 169 ; 
314 135 282 ; 649 270 227 ; 321 813 99 ; 839 693 86 ; 1010 831 141 ; 
56 202 85 ; 136 169 467 ; 45 136 484 ; 252 192 89 ; 659 814 484 ; 
794 604 141 ; 40 471 427 ; 853 510 204 ; 523 13 117 ; 330 422 116 ; 
532 112 166 ; 701 43 499 ; 838 360 467 ; 6 649 441 ; 820 169 473 ; 
400 635 80 ; 871 390 18 ; 358 795 294 ; 371 496 272 ; 793 13 387 ; 
905 539 73 ; 949 98 337 ; 285 818 115 ; 934 559 389 ; 80 552 427 ; 
715 180 252 ; 81 602 292 ; 876 40 480 ; 349 332 266 ; 362 123 385 ; 
901 244 330 ; 1000 898 40 ; 794 205 481 ; 329 350 138 ; 881 501 452 ; 
37 449 408 ; 639 798 147 ; 679 994 449 ; 1012 524 369 ; 111 425 322 ; 
356 95 480 ; 230 671 10 ; 435 148 206 ; 785 934 240 ; 262 607 405 ; 
712 359 322 ; 486 827 275 ; 456 352 430 ; 980 753 285 ; 381 480 113 ; 
476 568 153 ; 124 534 477 ; 272 476 71 ; 183 188 254 ; 790 229 415 ; 
125 127 481 ; 952 62 57 ; 280 636 435 ; 10 866 299 ; 490 59 415 ; 
34 388 316 ; 569 49 37 ; 21 964 321 ; 210 266 445 ; 439 353 456 ; 
567 703 102 ; 629 740 496 ; 242 240 284 ; 84 195 417 ; 143 107 115 ; 
532 399 201 ; 581 144 359 ; 522 13 248 ; 788 155 278 ; 118 479 188 ; 
821 570 383 ; 537 786 38 ; 777 930 280 ; 973 331 38 ; 56 766 98 ; 
455 667 425 ; 600 603 25 ; 613 83 375 ; 768 609 45 ; 224 321 493 ; 
794 473 135 ; 556 167 452 ; 462 491 2 ; 794 33 275 ; 536 683 220 ; 
180 453 104 ; 783 754 392 ; 866 613 28 ; 452 994 277 ; 773 116 142 ; 
222 379 78 ; 390 440 336 ; 881 14 116 ; 915 365 350 ; 574 666 160 ; 
3 1022 161 ; 758 810 405 ; 347 174 104 ; 318 152 358 ; 434 898 446 ; 
813 844 56 ; 229 560 70 ; 243 832 232 ; 609 542 470 ; 251 23 173 ; 
249 40 291 ; 36 237 251 ; 210 193 429 ; 362 1015 200 ; 236 242 462 ; 
56 242 412 ; 616 464 482 ; 424 53 327 ; 967 523 451 ; 990 884 480 ; 
6 795 283 ; 243 710 168 ; 436 359 176 ; 427 356 187 ; 669 670 181 ; 
911 395 450 ; 352 933 422 ; 405 676 435 ; 928 663 455 ; 788 235 482 ; 
559 58 380 ; 246 131 458 ; 605 239 325 ; 961 558 233 ; 608 216 245 ; 
1003 110 454 ; 912 60 418 ; 564 627 410 ; 204 595 459 ; 439 505 239 ; 
498 382 423 ; 629 264 6 ; 868 390 388 ; 403 951 350 ; 619 916 91 ; 
729 527 279 ; 789 25 122 ; 393 899 158 ; 988 130 215 ; 469 289 391 ; 
851 212 222 ; 92 694 140 ; 482 399 313 ; 409 709 122 ; 302 956 401 ; 
829 788 184 ; 854 598 273 ; 729 297 90 ; 859 560 423 ; 124 3 375 ; 
336 909 337 ; 6 266 484 ; 405 251 128 ; 90 81 94 ; 23 314 468 ; 
811 142 494 ; 385 699 275 ; 682 1022 433 ; 218 713 26 ; 221 369 365 ; 
107 494 41 ; 373 446 329 ; 624 491 383 ; 706 1017 297 ; 1020 929 419 ; 
139 119 194 ; 838 138 401 ; 836 1011 15 ; 526 565 193 ; 895 978 356 ; 
365 491 41 ; 811 340 176 ; 278 196 401 ; 272 457 30 ; 177 808 388 ; 
297 159 376 ; 435 320 179 ; 423 867 274 ; 988 49 250 ; 943 473 32 ; 
410 94 199 ; 751 847 384 ; 947 948 276 ; 380 650 150 ; 164 34 306 ; 
323 439 8 ; 644 982 453 ; 487 316 416 ; 536 487 183 ; 1009 159 428 ; 
80 727 219 ; 927 635 97 ; 851 331 392 ; 478 306 339 ; 512 552 235 ; 
951 976 352 ; 910 673 383 ; 202 806 231 ; 689 337 411 ; 849 857 467 ; 
552 272 109 ; 163 98 377 ; 495 674 300 ; 801 150 279 ; 329 5 197 ; 
282 25 294 ; 955 369 445 ; 737 332 183 ; 51 783 430 ; 908 747 287 ; 
157 696 492 ; 255 725 244 ; 929 657 76 ; 55 416 467 ; 61 654 420 ; 
86 380 389 ; 455 33 235 ; 788 597 263 ; 547 339 240 ; 270 770 499 ; 
966 3 172 ; 667 811 477 ; 300 759 160 ; 717 178 465 ; 347 398 233 ; 
727 948 346 ; 760 755 212 ; 333 494 12 ; 672 971 180 ; 419 474 127 ; 
422 886 322 ; 209 431 428 ; 969 231 120 ; 123 961 196 ; 522 722 141 ; 
446 544 152 ; 177 452 375 ; 672 816 108 ; 619 944 181 ; 69 596 378 ; 
956 518 189 ; 363 382 255 ; 595 914 24 ; 532 723 221 ; 230 224 17 ; 
774 73 183 ; 202 648 405 ; 1019 960 474 ; 939 582 302 ; 511 876 481 ; 
5 565 159 ; 388 676 211 ; 278 996 114 ; 1001 238 29 ; 202 627 421 ; 
275 514 375 ; 923 847 237 ; 860 333 220 ; 418 492 39 ; 270 245 374 ; 
835 68 354 ; 487 847 3 ; 459 966 47 ; 697 655 310 ; 300 877 135 ; 
814 304 221 ; 637 506 368 ; 971 910 304 ; 439 285 488 ; 684 599 454 ; 
753 401 228 ; 576 209 203 ; 518 404 134 ; 150 878 397 ; 3 306 215 ; 
307 959 455 ; 813 864 302 ; 699 668 11 ; 984 308 410 ; 560 366 301 ; 
961 694 18 ; 146 833 367 ; 551 435 411 ; 405 496 470 ; 711 231 72 ; 
647 267 491 ; 487 93 454 ; 131 556 348 ; 439 967 95 ; 805 792 236 ; 
475 278 496 ; 284 517 81 ; 719 309 496 ; 191 619 287 ; 423 55 116 ; 
690 518 268 ; 783 264 167 ; 315 824 478 ; 258 36 61 ; 27 232 404 ; 
305 988 313 ; 823 657 164 ; 108 473 160 ; 727 840 491 ; 782 589 498 ; 
276 25 101 ; 540 108 107 ; 341 678 466 ; 377 355 42 ; 609 471 448 ; 
573 368 487 ; 206 740 29 ; 680 372 236 ; 496 723 76 ; 61 241 167 ; 
86 183 137 ; 194 814 273 ; 872 181 381 ; 203 887 14 ; 674 827 415 ; 
18 795 320 ; 758 44 281 ; 106 116 28 ; 829 296 56 ; 47 179 208 ; 
230 844 250 ; 20 761 448 ; 201 194 323 ; 64 993 203 ; 892 120 299 ; 
663 881 69 ; 707 166 124 ; 823 682 330 ; 95 854 349 ; 274 499 170 ; 
94 205 145 ; 855 1021 227 ; 25 1008 172 ; 1018 844 297 ; 115 883 350 ; 
996 572 74 ; 138 280 13 ; 821 747 344 ; 651 296 155 ; 126 674 374 ; 
331 76 20 ; 329 731 26 ; 313 383 221 ; 133 237 134 ; 1016 155 485 ; 
565 965 484 ; 845 390 8 ; 568 522 338 ; 864 453 151 ; 515 479 355 ; 
591 779 361 ; 298 149 421 ; 682 374 334 ; 919 624 71 ; 50 869 393 ; 
1015 205 245 ; 381 537 198 ; 903 1008 80 ; 332 251 368 ; 811 146 117 ; 
566 168 496 ; 715 521 3 ; 65 179 217 ; 689 150 311 ; 535 255 434 ; 
740 353 436 ; 254 1015 243 ; 238 475 368 ; 489 504 7 ; 636 373 167 ; 
804 757 222 ; 301 708 192 ; 480 957 307 ; 630 865 288 ; 886 667 270 ; 
215 520 89 ; 206 363 229 ; 682 588 403 ; 162 691 449 ; 535 103 167 ; 
268 325 467 ; 976 90 211 ; 909 569 320 ; 750 90 480 ; 394 300 262 ; 
914 21 264 ; 253 482 379 ; 841 174 10 ; 509 103 384 ; 612 522 222 ; 
937 553 141 ; 3 364 489 ; 573 476 417 ; 663 44 346 ; 963 243 237 ; 
984 303 375 ; 442 579 197 ; 616 37 150 ; 720 177 456 ; 218 479 269 ; 
772 292 109 ; 112 373 50 ; 589 406 138 ; 633 324 31 ; 876 993 166 ; 
156 8 17 ; 735 961 25 ; 772 120 419 ; 949 120 456 ; 404 629 436 ; 
696 726 174 ; 45 736 342 ; 451 750 299 ; 775 313 216 ; 745 539 221 ; 
753 704 282 ; 691 829 162 ; 811 373 241 ; 931 533 233 ; 536 389 22 ; 
238 463 330 ; 974 286 354 ; 701 221 379 ; 1014 745 26 ; 530 878 493 ; 
210 864 314 ; 16 1006 68 ; 389 859 99 ; 922 460 114 ; 287 1010 365 ; 
750 940 325 ; 12 542 455 ; 233 189 453 ; 978 287 14 ; 833 137 465 ; 
673 731 175 ; 656 31 13 ; 491 22 153 ; 952 824 366 ; 938 509 460 ; 
855 730 19 ; 373 165 274 ; 563 575 362 ; 850 661 288 ; 987 738 414 ; 
695 321 315 ; 726 115 273 ; 749 948 449 ; 549 123 436 ; 35 219 468 ; 
765 603 67 ; 931 713 414 ; 482 835 11 ; 119 167 442 ; 858 478 85 ; 
155 597 80 ; 270 366 447 ; 195 791 254 ; 318 684 99 ; 537 504 448 ; 
116 239 19 ; 829 829 137 ; 641 769 108 ; 808 247 238 ; 262 576 337 ; 
860 869 427 ; 202 832 183 ; 994 498 265 ; 654 913 32 ; 134 854 350 ; 
374 829 476 ; 179 546 484 ; 948 170 298 ; 172 276 483 ; 748 502 327 ; 
593 561 98 ; 402 776 258 ; 900 238 432 ; 790 918 70 ; 620 893 108 ; 
425 381 367 ; 972 1009 209 ; 118 419 104 ; 395 470 361 ; 897 306 125 ; 
434 404 185 ; 187 338 271 ; 425 474 181 ; 319 581 21 ; 188 317 39 ; 
569 188 387 ; 555 433 233 ; 974 858 213 ; 421 183 139 ; 727 704 398 ; 
107 949 31 ; 445 764 466 ; 919 981 33 ; 476 51 54 ; 794 934 209 ; 
982 390 54 ; 392 271 211 ; 226 100 18 ; 409 47 125 ; 89 390 14 ; 
14 605 217 ; 779 231 480 ; 736 44 61 ; 787 282 96 ; 698 840 305 ; 
64 562 351 ; 335 853 249 ; 435 676 61 ; 482 449 391 ; 872 643 452 ; 
454 540 221 ; 685 544 384 ; 730 993 359 ; 1012 313 383 ; 828 110 275 ; 
366 701 129 ; 196 227 481 ; 872 144 416 ; 297 288 499 ; 940 840 369 ; 
456 458 278 ; 1000 90 108 ; 969 501 325 ; 258 624 463 ; 369 511 428 ; 
46 72 280 ; 273 721 75 ; 418 681 171 ; 706 52 439 ; 522 930 356 ; 
980 632 436 ; 46 788 100 ; 547 605 124 ; 148 129 273 ; 659 665 143 ; 
732 1005 188 ; 429 688 463 ; 87 567 364 ; 139 294 306 ; 45 318 180 ; 
677 258 439 ; 441 654 7 ; 23 2 270 ; 152 319 85 ; 817 895 189 ; 
798 815 209 ; 463 782 273 ; 6 1023 66 ; 301 657 153 ; 619 998 385 ; 
878 837 334 ; 508 632 76 ; 511 474 421 ; 830 864 196 ; 701 377 364 ; 
493 550 205 ; 251 431 0 ; 250 742 27 ; 908 115 253 ; 882 652 322 ; 
695 211 238 ; 303 447 288 ; 778 100 424 ; 618 801 123 ; 995 629 158 ; 
522 251 23 ; 953 671 260 ; 671 530 480 ; 787 395 250 ; 415 562 26 ; 
626 324 44 ; 49 964 39 ; 150 64 75 ; 951 700 69 ; 556 118 311 ; 
807 237 138 ; 454 850 112 ; 984 690 6 ; 356 780 89 ; 918 755 312 ; 
218 587 116 ; 158 91 482 ; 222 922 340 ; 922 483 314 ; 16 662 249 ; 
254 812 361 ; 80 461 209 ; 770 39 291 ; 526 288 488 ; 257 301 52 ; 
845 729 158 ; 936 759 44 ; 834 839 350 ; 293 45 352 ; 955 202 175 ; 
743 916 475 ; 180 389 333 ; 219 316 157 ; 508 204 427 ; 809 448 246 ; 
514 586 287 ; 249 942 300 ; 65 432 176 ; 110 145 138 ; 313 780 459 ; 
205 407 450 ; 594 289 102 ; 910 250 322 ; 91 982 174 ; 539 192 394 ; 
102 683 147 ; 20 996 401 ; 453 196 490 ; 598 231 255 ; 354 558 214 ; 
761 817 263 ; 26 795 264 ; 277 953 482 ; 235 307 4 ; 427 169 171 ; 
86 840 387 ; 58 1001 161 ; 255 388 37 ; 486 863 422 ; 20 425 464 ; 
837 300 190 ; 608 380 428 ; 538 30 10 ; 845 591 299 ; 1015 218 222 ; 
831 385 377 ; 809 654 200 ; 173 944 46 ; 12 662 241 ; 438 979 423 ; 
738 625 404 ; 95 9 337 ; 125 444 122 ; 716 131 284 ; 935 54 145 ; 
296 403 452 ; 951 839 352 ; 871 310 97 ; 509 35 326 ; 464 247 146 ; 
66 479 272 ; 75 524 319 ; 519 154 402 ; 651 322 151 ; 705 312 276 ; 
84 292 243 ; 924 80 495 ; 210 677 490 ; 245 423 469 ; 492 182 355 ; 
971 378 111 ; 472 289 281 ; 626 295 293 ; 949 427 8 ; 237 251 227 ; 
529 1010 376 ; 610 17 481 ; 263 1000 93 ; 687 805 111 ; 869 96 128 ; 
223 876 217 ; 513 697 132 ; 808 594 212 ; 211 1011 431 ; 462 30 220 ; 
448 779 77 ; 466 588 306 ; 442 297 260 ; 223 216 240 ; 320 380 367 ; 
172 13 140 ; 869 618 331 ; 440 670 464 ; 427 325 89 ; 457 929 208 ; 
212 746 99 ; 800 69 355 ; 73 1 325 ; 289 197 351 ; 670 56 199 ; 
683 784 279 ; 277 712 203 ; 948 128 252 ; 249 353 424 ; 155 790 227 ; 
901 665 389 ; 970 988 137 ; 972 754 102 ; 145 961 227 ; 202 368 125 ; 
986 95 127 ; 674 1018 450 ; 803 763 376 ; 132 947 320 ; 922 535 361 ; 
563 580 72 ; 528 837 30 ; 258 871 40 ; 195 979 68 ; 564 352 2 ; 
659 395 208 ; 654 97 30 ; 393 77 301 ; 316 1005 484 ; 851 135 20 ; 
407 443 267 ; 221 629 26 ; 68 762 302 ; 23 842 476 ; 375 44 48 ; 
770 472 216 ; 868 863 463 ; 945 904 493 ; 927 724 410 ; 38 676 139 ; 
481 527 110 ; 87 942 214 ; 849 860 87 ; 667 13 183 ; 712 385 379 ; 
160 297 354 ; 1023 868 33 ; 903 46 421 ; 603 640 42 ; 256 527 69 ; 
783 242 215 ; 701 364 201 ; 538 707 56 ; 551 94 25 ; 936 529 324 ; 
209 316 104 ; 53 873 129 ; 99 250 76 ; 740 572 452 ; 243 798 239 ; 
485 37 311 ; 849 782 435 ; 532 590 136 ; 627 223 70 ; 132 524 213 ; 
448 512 465 ; 297 661 190 ; 547 810 56 ; 96 838 55 ; 894 445 303 ; 
931 309 235 ; 690 956 368 ; 256 256 214 ; 480 95 210 ; 1004 484 393 ; 
492 786 142 ; 130 272 162 ; 940 836 340 ; 754 476 243 ; 175 855 119 ; 
484 454 37 ; 416 539 213 ; 673 449 347 ; 768 891 199 ; 228 937 295 ; 
1014 91 459 ; 263 717 296 ; 75 617 286 ; 551 41 358 ; 383 584 316 ; 
837 998 251 ; 352 295 328 ; 801 282 128 ; 669 525 493 ; 582 225 289 ; 
673 928 286 ; 366 76 244 ; 984 378 59 ; 1 596 287 ; 585 544 186 ; 
559 668 357 ; 854 252 239 ; 112 252 51 ; 638 926 157 ; 863 319 118 ; 
767 965 328 ; 844 578 429 ; 198 453 287 ; 795 404 243 ; 315 907 392 ; 
983 768 354 ; 211 443 17 ; 464 471 96 ; 366 276 140 ; 685 750 498 ; 
627 782 169 ; 181 463 261 ; 634 510 273 ; 15 518 287 ; 922 526 218 ; 
666 96 30 ; 86 226 325 ; 557 186 137 ; 833 258 241 ; 559 969 483 ; 
317 494 152 ; 780 787 239 ; 266 900 136 ; 784 188 255 ; 287 270 86 ; 
383 668 464 ; 609 2 450 ; 795 571 432 ; 30 580 165 ; 999 955 158 ; 
469 991 29 ; 233 631 254 ; 109 451 318 ; 297 906 361 ; 568 352 273 ; 
212 720 152 ; 214 731 204 ; 785 827 93 ; 341 457 269 ; 272 919 75 ; 
240 917 306 ; 871 207 483 ; 298 278 72 ; 181 615 494 ; 533 712 387 ; 
230 73 323 ; 961 841 480 ; 764 170 182 ; 197 295 272 ; 93 450 285 ; 
1010 580 410 ; 193 156 446 ; 471 988 337 ; 62 906 367 ; 775 98 144 ; 
848 881 402 ; 665 853 308 ; 835 16 313 ; 107 988 201 ; 557 253 139 ; 
114 815 488 ; 270 593 426 ; 234 218 207 ; 117 142 207 ; 215 246 285 ; 
72 884 364 ; 926 728 300 ; 942 509 297 ; 906 31 449 ; 135 774 376 ; 
951 586 153 ; 520 384 87 ; 739 375 13 ; 881 838 4 ; 103 340 405 ; 
988 616 104 ; 692 717 128 ; 178 458 458 ; 209 11 128 ; 983 695 58 ; 
545 913 386 ; 929 220 373 ; 280 822 317 ; 95 634 204 ; 435 563 105 ; 
27 707 313 ; 744 923 81 ; 179 18 69 ; 190 54 91 ; 886 997 200 ; 
775 27 387 ; 995 8 492 ; 793 509 89 ; 403 726 238 ; 966 799 497 ; 
649 976 4 ; 549 93 271 ; 567 927 452 ; 621 914 47 ; 594 87 301 ; 
621 242 147 ; 629 943 238 ; 115 524 14 ; 841 386 339 ; 616 343 15 ; 
569 735 1 ; 662 131 51 ; 565 271 496 ; 456 590 295 ; 543 75 76 ; 
785 447 251 ; 704 569 56 ; 205 663 366 ; 591 527 349 ; 935 794 210 ; 
646 1003 54 ; 777 838 399 ; 24 198 122 ; 614 125 495 ; 690 674 407 ; 
113 793 114 ; 682 509 356 ; 322 855 272 ; 849 292 305 ; 619 570 193 ; 
598 441 136 ; 413 880 138 ; 611 958 472 ; 737 578 292 ; 387 653 147 ; 
